user_id,user_name,gender,age,province,city,member_level,register_date
U000034,杨欣然34,男,35,山东省,临沂,普通,2023-02-18
U000035,李欣然35,女,29,江苏省,苏州,普通,2025-02-11
U000036,李一诺36,女,41,北京市,北京,普通,2023-12-05
U000037,胡明轩37,男,26,广东省,东莞,黄金,2024-02-18
U000038,孙嘉诚38,男,32,河南省,许昌,普通,2023-08-02
U000039,周一诺39,男,23,河南省,郑州,普通,2026-01-24
U000040,周俊杰40,女,30,河南省,南阳,黄金,2024-11-29
U000041,朱俊杰41,女,23,四川省,成都,白银,2025-04-16
U000042,胡明轩42,男,18,浙江省,温州,普通,2025-01-19
U000043,周诗涵43,男,17,江苏省,南京,普通,2024-12-13
U000044,周一诺44,女,43,江苏省,南通,黄金,2023-02-27
U000045,高欣然45,女,37,江苏省,常州,普通,2024-03-10
U000046,赵浩然46,女,31,广东省,广州,白银,2024-04-16
U000047,李诗涵47,男,38,广东省,佛山,普通,2024-09-07
U000048,朱佳怡48,男,33,上海市,上海,白银,2026-02-27
U000049,刘子涵49,男,36,湖北省,荆州,黄金,2026-02-24
U000050,孙明轩50,女,46,湖南省,长沙,黄金,2025-07-26
U000051,赵俊杰51,女,23,广东省,深圳,普通,2026-01-12
U000052,李明轩52,男,29,山东省,临沂,普通,2024-07-12
U000053,刘俊杰53,女,44,江苏省,无锡,普通,2024-09-26
U000054,徐梓萱54,男,41,广东省,广州,白银,2025-10-18
U000055,刘嘉诚55,男,16,山东省,济南,普通,2025-08-22
U000056,高梓萱56,男,18,广东省,佛山,白银,2025-03-16
U000057,黄明轩57,男,16,福建省,厦门,普通,2025-10-07
U000058,王诗涵58,女,34,山东省,烟台,普通,2026-04-25
U000059,周佳怡59,女,38,广东省,佛山,黄金,2025-02-15
U000060,孙思源60,女,24,重庆市,重庆,黄金,2024-03-25
U000061,李诗涵61,女,23,浙江省,嘉兴,普通,2023-05-17
U000062,赵梓萱62,男,22,陕西省,西安,白银,2025-07-05
U000063,杨梓萱63,男,43,广东省,东莞,普通,2024-05-29
U000064,王佳怡64,女,23,江苏省,无锡,普通,2026-04-10
U000065,胡佳怡65,女,28,重庆市,重庆,普通,2023-12-15
U000066,张子涵66,女,39,河北省,石家庄,普通,2024-01-31
U000067,吴子涵67,女,16,安徽省,合肥,黄金,2025-09-19
U000068,刘一诺68,女,35,浙江省,温州,白银,2024-02-15
U000069,陈俊杰69,女,47,广东省,深圳,白银,2023-06-20
U000070,胡雨桐70,女,26,江苏省,南通,白银,2023-03-29
U000071,杨诗涵71,女,52,广东省,东莞,普通,2025-09-28
U000072,李俊杰72,女,30,浙江省,宁波,普通,2025-09-06
U000073,周一诺73,男,35,福建省,福州,普通,2023-08-01
U000074,李思源74,女,23,广东省,珠海,白银,2025-10-30
U000075,李子涵75,女,28,陕西省,西安,白银,2025-03-10
U000076,朱雨桐76,男,37,河南省,郑州,普通,2023-04-05
U000077,李梓萱77,女,33,江苏省,南京,普通,2026-05-20
U000078,张一诺78,男,34,福建省,厦门,普通,2024-09-03
U000079,徐欣然79,女,30,北京市,北京,铂金,2023-04-06
U000080,胡思源80,男,21,江苏省,南京,普通,2024-10-31
U000081,李欣然81,女,38,湖南省,岳阳,普通,2023-12-02
U000082,高诗涵82,男,24,河南省,许昌,黄金,2023-12-01
U000083,王明轩83,女,34,福建省,莆田,黑金,2023-02-26
U000084,王思源84,男,29,湖北省,黄冈,白银,2026-04-21
U000085,李俊杰85,男,40,江苏省,常州,普通,2024-06-10
U000086,王一诺86,男,19,河北省,保定,普通,2026-01-11
U000087,孙一诺87,女,41,河南省,南阳,普通,2026-06-10
U000088,张浩然88,女,34,湖北省,荆州,普通,2024-09-27
U000089,杨嘉诚89,男,25,陕西省,西安,普通,2023-02-05
U000090,赵明轩90,男,33,湖北省,武汉,普通,2026-06-02
U000091,陈佳怡91,女,43,北京市,北京,普通,2023-01-25
U000092,吴子涵92,女,22,湖南省,株洲,普通,2025-05-08
U000093,黄一诺93,女,43,河北省,保定,普通,2024-06-12
U000094,吴俊杰94,女,31,四川省,德阳,普通,2025-05-24
U000095,胡梓萱95,男,43,福建省,厦门,普通,2023-12-13
U000096,徐嘉诚96,女,48,重庆市,重庆,铂金,2024-05-01
U000097,朱雨桐97,女,39,浙江省,宁波,白银,2024-09-04
U000098,黄梓萱98,男,65,河北省,石家庄,普通,2025-11-10
U000099,李嘉诚99,女,32,湖北省,宜昌,白银,2023-04-13
U000100,陈浩然100,女,35,湖南省,株洲,普通,2023-01-11
U000101,朱雨桐101,男,24,北京市,北京,铂金,2024-03-02
U000102,朱明轩102,男,16,山东省,临沂,白银,2023-01-03
U000103,徐子涵103,男,29,河北省,唐山,普通,2023-02-04
U000104,王俊杰104,男,19,江苏省,苏州,普通,2024-01-23
U000105,朱俊杰105,男,22,广东省,东莞,普通,2025-12-03
U000106,徐子涵106,女,41,福建省,莆田,白银,2023-02-16
U000107,高雨桐107,男,28,湖南省,岳阳,普通,2024-07-09
U000108,张诗涵108,男,20,上海市,上海,白银,2025-02-21
U000109,高浩然109,男,22,河南省,郑州,黄金,2024-10-18
U000110,吴嘉诚110,女,34,湖北省,武汉,白银,2024-05-23
U000111,刘嘉诚111,男,34,山东省,青岛,普通,2023-11-03
U000112,胡一诺112,男,16,广东省,深圳,普通,2023-03-10
U000113,陈思源113,男,62,江苏省,常州,普通,2023-05-11
U000114,刘浩然114,男,26,广东省,东莞,铂金,2025-03-28
U000115,李雨桐115,女,23,浙江省,杭州,黄金,2023-07-22
U000116,孙雨桐116,男,16,广东省,深圳,白银,2025-11-20
U000117,孙佳怡117,男,44,江苏省,苏州,普通,2025-07-08
U000118,刘子涵118,女,30,四川省,成都,铂金,2024-06-30
U000119,孙一诺119,男,40,江苏省,常州,白银,2024-06-25
U000120,杨雨桐120,男,36,广东省,东莞,普通,2023-12-15
U000121,胡俊杰121,女,42,山东省,济南,普通,2025-09-11
U000122,李思源122,男,30,广东省,珠海,普通,2023-02-15
U000123,周俊杰123,女,30,广东省,佛山,普通,2023-11-21
U000124,黄梓萱124,女,21,北京市,北京,普通,2023-06-11
U000125,张浩然125,男,33,安徽省,芜湖,普通,2023-10-30
U000126,杨浩然126,女,27,湖南省,株洲,铂金,2025-06-25
U000127,李思源127,男,30,四川省,成都,黄金,2023-02-24
U000128,高子涵128,男,31,山东省,临沂,普通,2023-04-08
U000129,杨欣然129,女,36,河南省,郑州,白银,2025-09-29
U000130,周梓萱130,女,42,江苏省,苏州,普通,2024-12-26
U000131,朱浩然131,女,29,四川省,成都,黄金,2023-02-20
U000132,吴子涵132,男,40,浙江省,杭州,黄金,2024-09-20
U000133,张一诺133,男,39,广东省,广州,普通,2023-02-02
U000134,周欣然134,男,26,山东省,青岛,普通,2023-03-14
U000135,刘子涵135,男,46,山东省,潍坊,铂金,2025-04-11
U000136,吴梓萱136,女,17,浙江省,宁波,普通,2023-06-28
U000137,赵佳怡137,女,19,浙江省,温州,普通,2025-03-12
U000138,黄一诺138,女,27,湖北省,黄冈,普通,2023-05-30
U000139,吴明轩139,女,30,广东省,佛山,白银,2025-03-07
U000140,吴明轩140,男,30,广东省,东莞,黄金,2025-12-12
U000141,李俊杰141,女,16,河北省,唐山,普通,2026-05-24
U000142,刘雨桐142,男,47,山东省,临沂,普通,2026-02-15
U000143,吴子涵143,女,31,陕西省,宝鸡,普通,2023-11-24
U000144,黄雨桐144,男,52,湖南省,长沙,普通,2025-07-03
U000145,徐雨桐145,女,43,陕西省,渭南,普通,2025-02-02
U000146,刘俊杰146,女,16,广东省,深圳,白银,2023-02-03
U000147,陈雨桐147,男,26,安徽省,安庆,白银,2025-03-26
U000148,高明轩148,男,28,北京市,北京,普通,2025-09-09
U000149,王子涵149,女,33,浙江省,温州,黄金,2023-09-08
U000150,高梓萱150,女,31,湖南省,长沙,白银,2026-05-28
U000151,吴梓萱151,男,19,江苏省,无锡,普通,2024-04-08
U000152,张浩然152,男,33,重庆市,重庆,普通,2025-08-02
U000153,陈明轩153,女,35,广东省,佛山,白银,2023-07-03
U000154,周诗涵154,女,29,江苏省,苏州,普通,2023-06-30
U000155,陈嘉诚155,男,32,河南省,郑州,黄金,2023-02-24
U000156,王明轩156,男,29,北京市,北京,普通,2023-07-25
U000157,胡俊杰157,男,42,北京市,北京,白银,2023-12-12
U000158,王诗涵158,女,42,湖北省,宜昌,白银,2023-05-05
U000159,孙雨桐159,女,27,湖北省,黄冈,普通,2023-08-09
U000160,周浩然160,男,35,四川省,成都,白银,2024-01-28
U000161,李浩然161,女,26,四川省,德阳,白银,2026-05-03
U000162,张思源162,女,42,山东省,潍坊,普通,2023-02-14
U000163,高佳怡163,女,51,湖南省,株洲,普通,2024-04-25
U000164,张思源164,男,31,广东省,珠海,黄金,2024-04-01
U000165,陈嘉诚165,女,26,江苏省,南京,普通,2025-05-14
U000166,胡佳怡166,女,60,湖南省,岳阳,普通,2025-04-28
U000167,吴一诺167,女,34,浙江省,绍兴,普通,2025-02-21
U000168,周诗涵168,男,40,北京市,北京,黄金,2026-01-01
U000169,张子涵169,女,16,广东省,深圳,黄金,2025-04-05
U000170,徐思源170,女,48,江苏省,无锡,黄金,2025-04-07
U000171,陈雨桐171,女,29,山东省,烟台,黄金,2026-06-09
U000172,胡思源172,男,24,山东省,烟台,白银,2025-06-26
U000173,胡思源173,男,28,浙江省,温州,普通,2026-04-25
U000174,张明轩174,男,20,安徽省,合肥,普通,2023-04-07
U000175,陈嘉诚175,男,30,广东省,东莞,普通,2025-02-09
U000176,朱明轩176,女,32,山东省,临沂,普通,2024-03-23
U000177,周一诺177,男,40,四川省,成都,黄金,2025-09-04
U000178,胡诗涵178,女,39,河北省,廊坊,白银,2025-07-04
U000179,黄思源179,女,33,江苏省,无锡,黄金,2023-02-20
U000180,胡俊杰180,女,18,四川省,南充,白银,2023-12-25
U000181,张佳怡181,男,47,河南省,许昌,普通,2023-10-26
U000182,李嘉诚182,男,45,河南省,洛阳,黄金,2026-01-10
U000183,徐诗涵183,女,39,江苏省,南京,普通,2024-08-29
U000184,张子涵184,男,30,上海市,上海,普通,2025-05-26
U000185,朱雨桐185,男,42,上海市,上海,普通,2024-05-30
U000186,朱一诺186,女,42,山东省,烟台,普通,2025-07-12
U000187,张嘉诚187,女,36,浙江省,杭州,普通,2025-04-03
U000188,高诗涵188,男,25,陕西省,西安,普通,2026-03-31
U000189,黄一诺189,女,26,浙江省,杭州,普通,2025-02-15
U000190,黄思源190,男,40,广东省,广州,普通,2024-11-02
U000191,张思源191,女,46,浙江省,温州,黄金,2025-08-10
U000192,黄雨桐192,女,58,广东省,深圳,普通,2023-01-03
U000193,赵嘉诚193,女,28,山东省,济南,普通,2023-12-24
U000194,张思源194,男,23,江苏省,无锡,普通,2025-11-29
U000195,徐一诺195,男,36,上海市,上海,普通,2025-10-24
U000196,王子涵196,女,27,湖南省,株洲,白银,2025-08-09
U000197,陈思源197,男,27,湖北省,黄冈,黄金,2025-04-08
U000198,赵思源198,女,36,河南省,洛阳,白银,2024-03-23
U000199,赵诗涵199,男,38,上海市,上海,普通,2023-06-15
U000200,朱一诺200,男,30,广东省,珠海,白银,2023-02-17
U000201,赵嘉诚201,男,44,广东省,深圳,铂金,2024-01-23
U000202,王明轩202,女,24,浙江省,宁波,普通,2023-04-18
U000203,周明轩203,女,38,浙江省,绍兴,黄金,2025-12-06
U000204,徐一诺204,女,41,四川省,德阳,白银,2023-06-14
U000205,胡明轩205,女,39,广东省,广州,普通,2024-04-12
U000206,黄思源206,男,27,浙江省,杭州,普通,2024-06-12
U000207,周嘉诚207,女,19,四川省,成都,白银,2024-08-12
U000208,杨明轩208,男,16,湖南省,长沙,白银,2025-05-20
U000209,吴诗涵209,男,37,浙江省,宁波,黄金,2025-12-05
U000210,周一诺210,女,43,江苏省,苏州,白银,2025-11-14
U000211,张一诺211,男,26,四川省,宜宾,普通,2023-03-04
U000212,高思源212,男,37,广东省,珠海,普通,2025-11-05
U000213,陈子涵213,男,26,浙江省,杭州,白银,2023-12-10
U000214,吴思源214,女,40,浙江省,杭州,铂金,2025-07-26
U000215,吴俊杰215,男,28,四川省,宜宾,白银,2024-05-21
U000216,张雨桐216,男,26,四川省,成都,黄金,2025-08-26
U000217,张雨桐217,男,16,上海市,上海,铂金,2025-05-30
U000218,朱嘉诚218,女,25,山东省,潍坊,普通,2024-02-22
U000219,孙明轩219,男,35,湖南省,株洲,黄金,2024-11-16
U000220,吴雨桐220,女,33,北京市,北京,普通,2025-03-01
U000221,刘思源221,女,49,山东省,青岛,黄金,2024-10-20
U000222,徐梓萱222,女,24,河南省,洛阳,白银,2026-05-05
U000223,杨诗涵223,男,34,浙江省,宁波,普通,2025-12-24
U000224,刘明轩224,女,43,湖南省,株洲,普通,2023-03-09
U000225,吴欣然225,女,16,重庆市,重庆,普通,2024-07-25
U000226,李雨桐226,男,34,河北省,唐山,普通,2025-11-17
U000227,陈子涵227,女,32,山东省,济南,白银,2023-06-20
U000228,杨俊杰228,女,40,四川省,南充,白银,2023-08-31
U000229,吴一诺229,男,19,江苏省,南通,白银,2025-12-19
U000230,孙明轩230,男,26,重庆市,重庆,普通,2025-09-08
U000231,张思源231,男,38,广东省,佛山,普通,2023-12-11
U000232,吴梓萱232,女,31,江苏省,南通,普通,2026-02-15
U000233,刘明轩233,男,47,北京市,北京,普通,2023-09-11
U000234,杨梓萱234,男,30,浙江省,温州,普通,2024-02-12
U000235,徐欣然235,女,18,上海市,上海,白银,2025-01-11
U000236,吴俊杰236,女,16,广东省,广州,黑金,2026-01-23
U000237,徐欣然237,男,28,湖北省,荆州,白银,2024-08-29
U000238,陈思源238,女,26,浙江省,宁波,普通,2024-08-23
U000239,刘诗涵239,女,30,广东省,珠海,普通,2025-12-18
U000240,高佳怡240,女,30,江苏省,常州,白银,2023-08-06
U000241,朱浩然241,男,24,陕西省,宝鸡,白银,2023-07-29
U000242,周思源242,女,32,江苏省,南通,普通,2024-01-23
U000243,吴浩然243,女,41,江苏省,无锡,白银,2024-02-18
U000244,王佳怡244,男,39,浙江省,温州,普通,2024-11-19
U000245,周思源245,女,31,湖北省,荆州,普通,2025-04-25
U000246,刘诗涵246,男,30,河南省,郑州,白银,2024-12-27
U000247,杨子涵247,男,43,北京市,北京,普通,2023-07-30
U000248,朱俊杰248,男,26,江苏省,无锡,普通,2025-07-03
U000249,胡浩然249,女,35,福建省,泉州,普通,2024-10-11
U000250,杨欣然250,女,33,山东省,潍坊,铂金,2024-02-07
U000251,王思源251,女,48,广东省,珠海,白银,2023-03-01
U000252,陈欣然252,男,34,湖北省,荆州,普通,2024-05-15
U000253,胡佳怡253,男,16,浙江省,绍兴,白银,2026-01-05
U000254,朱子涵254,男,34,四川省,德阳,黄金,2023-05-01
U000255,刘诗涵255,男,42,广东省,珠海,黑金,2025-11-04
U000256,胡明轩256,男,23,江苏省,南通,普通,2025-02-26
U000257,杨一诺257,男,32,广东省,珠海,普通,2024-07-23
U000258,杨诗涵258,男,28,山东省,烟台,白银,2026-04-18
U000259,徐欣然259,女,20,江苏省,南京,普通,2024-12-05
U000260,陈梓萱260,男,35,湖南省,长沙,白银,2023-08-23
U000261,徐子涵261,女,39,广东省,深圳,普通,2024-02-15
U000262,吴俊杰262,男,16,山东省,潍坊,白银,2023-01-06
U000263,王一诺263,男,41,北京市,北京,普通,2024-10-31
U000264,杨梓萱264,女,42,浙江省,杭州,普通,2025-10-12
U000265,徐梓萱265,男,41,广东省,广州,白银,2026-02-04
U000266,孙欣然266,男,41,四川省,南充,普通,2023-03-12
U000267,吴欣然267,女,43,浙江省,杭州,普通,2025-05-18
U000268,杨浩然268,女,23,陕西省,渭南,普通,2025-03-07
U000269,李思源269,女,26,湖北省,武汉,普通,2023-09-19
U000270,徐一诺270,女,23,山东省,潍坊,黄金,2025-02-08
U000271,刘思源271,男,36,重庆市,重庆,白银,2026-04-14
U000272,黄梓萱272,女,43,陕西省,宝鸡,黄金,2023-06-24
U000273,周欣然273,男,48,广东省,珠海,普通,2024-09-08
U000274,杨子涵274,男,26,福建省,福州,普通,2025-05-10
U000275,陈诗涵275,女,38,河北省,唐山,白银,2024-08-23
U000276,赵一诺276,女,22,福建省,福州,白银,2026-05-13
U000277,孙思源277,女,22,河北省,石家庄,普通,2025-08-22
U000278,徐梓萱278,男,41,浙江省,嘉兴,普通,2026-03-23
U000279,刘欣然279,男,20,浙江省,宁波,普通,2023-11-29
U000280,周雨桐280,男,27,广东省,佛山,普通,2024-08-04
U000281,王浩然281,男,16,陕西省,宝鸡,普通,2025-12-21
U000282,朱嘉诚282,女,20,上海市,上海,黄金,2023-07-25
U000283,朱嘉诚283,女,32,山东省,临沂,白银,2024-03-12
U000284,李欣然284,男,37,重庆市,重庆,普通,2024-10-19
U000285,徐一诺285,男,20,湖北省,襄阳,普通,2023-07-08
U000286,陈雨桐286,男,22,北京市,北京,铂金,2024-12-27
U000287,孙子涵287,女,28,浙江省,温州,普通,2023-10-26
U000288,高俊杰288,男,29,四川省,成都,普通,2024-09-10
U000289,张梓萱289,男,34,福建省,莆田,普通,2024-01-02
U000290,赵明轩290,男,22,河北省,唐山,普通,2024-07-19
U000291,周俊杰291,女,36,江苏省,南通,白银,2026-03-12
U000292,朱俊杰292,女,25,广东省,佛山,普通,2023-03-14
U000293,王诗涵293,女,23,江苏省,常州,白银,2025-08-11
U000294,周俊杰294,男,25,山东省,烟台,黄金,2026-05-08
U000295,吴佳怡295,女,33,上海市,上海,白银,2024-03-18
U000296,高一诺296,女,37,山东省,青岛,普通,2025-10-27
U000297,吴嘉诚297,女,20,广东省,东莞,白银,2023-03-20
U000298,赵诗涵298,女,38,浙江省,嘉兴,普通,2024-11-04
U000299,徐诗涵299,女,38,江苏省,无锡,普通,2025-12-20
U000300,黄佳怡300,男,40,陕西省,宝鸡,普通,2023-10-08
U000301,张诗涵301,女,32,浙江省,温州,普通,2026-01-14
U000302,胡诗涵302,男,38,浙江省,嘉兴,普通,2023-12-03
U000303,孙嘉诚303,女,29,浙江省,嘉兴,白银,2025-11-08
U000304,周梓萱304,男,41,重庆市,重庆,黄金,2024-02-15
U000305,胡欣然305,男,38,河南省,新乡,黑金,2025-01-17
U000306,刘雨桐306,女,31,湖北省,宜昌,普通,2025-05-02
U000307,王子涵307,男,21,江苏省,南通,普通,2025-06-13
U000308,孙梓萱308,女,26,浙江省,温州,普通,2023-01-12
U000309,张浩然309,男,21,山东省,青岛,普通,2023-05-10
U000310,李嘉诚310,女,27,浙江省,杭州,黄金,2024-01-08
U000311,周嘉诚311,女,44,广东省,珠海,普通,2025-07-27
U000312,王子涵312,男,40,上海市,上海,黄金,2024-04-08
U000313,张佳怡313,女,32,河南省,郑州,普通,2024-04-04
U000314,朱欣然314,女,34,广东省,佛山,普通,2024-12-17
U000315,吴一诺315,男,36,湖北省,武汉,普通,2023-05-18
U000316,杨子涵316,男,38,浙江省,绍兴,黄金,2024-08-01
U000317,陈嘉诚317,男,27,湖南省,衡阳,白银,2026-05-11
U000318,黄嘉诚318,女,33,广东省,深圳,普通,2023-11-12
U000319,李佳怡319,男,27,浙江省,嘉兴,白银,2025-10-27
U000320,徐浩然320,男,25,河北省,唐山,普通,2026-06-14
U000321,王诗涵321,女,41,四川省,宜宾,黄金,2025-05-19
U000322,李一诺322,女,32,四川省,绵阳,普通,2023-06-28
U000323,徐子涵323,女,16,广东省,珠海,黄金,2025-07-13
U000324,王梓萱324,男,32,上海市,上海,普通,2024-07-28
U000325,李明轩325,男,29,河南省,许昌,黑金,2024-12-30
U000326,周佳怡326,女,25,重庆市,重庆,白银,2025-03-29
U000327,赵明轩327,女,30,广东省,东莞,普通,2023-04-22
U000328,王子涵328,男,33,上海市,上海,黄金,2024-05-12
U000329,王子涵329,女,16,江苏省,常州,铂金,2024-01-11
U000330,黄子涵330,男,40,河南省,洛阳,普通,2024-11-25
U000331,朱思源331,男,21,山东省,潍坊,普通,2024-04-04
U000332,杨欣然332,男,46,北京市,北京,白银,2026-03-31
U000333,孙梓萱333,男,34,江苏省,南京,白银,2024-04-30
U000334,陈诗涵334,男,25,广东省,广州,普通,2026-06-13
U000335,黄思源335,男,34,河北省,保定,黑金,2023-06-03
U000336,陈思源336,男,30,浙江省,温州,普通,2025-01-04
U000337,吴一诺337,女,20,湖南省,岳阳,白银,2023-11-24
U000338,吴子涵338,男,44,江苏省,南京,白银,2024-05-01
U000339,赵俊杰339,女,25,河南省,南阳,白银,2024-09-03
U000340,朱佳怡340,女,23,四川省,宜宾,普通,2023-08-25
U000341,朱子涵341,女,34,山东省,烟台,白银,2025-01-28
U000342,孙子涵342,男,33,湖南省,长沙,普通,2026-03-31
U000343,刘一诺343,女,37,江苏省,无锡,黄金,2025-06-14
U000344,孙诗涵344,女,32,重庆市,重庆,普通,2025-07-21
U000345,周子涵345,女,32,重庆市,重庆,铂金,2025-08-19
U000346,高一诺346,女,45,浙江省,嘉兴,白银,2025-01-12
U000347,张诗涵347,男,48,四川省,南充,普通,2023-12-09
U000348,王梓萱348,女,35,广东省,深圳,普通,2026-02-05
U000349,李明轩349,女,24,浙江省,宁波,普通,2026-06-04
U000350,孙欣然350,女,38,浙江省,温州,普通,2026-06-04
U000351,张子涵351,男,37,河南省,新乡,普通,2025-03-24
U000352,朱嘉诚352,男,30,广东省,珠海,普通,2023-07-27
U000353,孙佳怡353,男,23,安徽省,阜阳,普通,2025-06-07
U000354,王嘉诚354,女,46,四川省,宜宾,白银,2025-10-18
U000355,周梓萱355,男,29,河南省,南阳,普通,2024-08-09
U000356,赵子涵356,男,33,山东省,青岛,黄金,2025-08-06
U000357,张诗涵357,女,20,山东省,青岛,普通,2023-09-21
U000358,黄嘉诚358,女,16,江苏省,常州,黄金,2025-07-18
U000359,孙欣然359,女,33,河南省,新乡,普通,2023-04-13
U000360,朱诗涵360,男,35,上海市,上海,普通,2024-05-11
U000361,周一诺361,女,27,河南省,洛阳,普通,2026-02-13
U000362,陈浩然362,女,22,广东省,广州,黄金,2025-02-12
U000363,刘明轩363,女,21,广东省,深圳,普通,2026-01-20
U000364,吴梓萱364,男,24,重庆市,重庆,白银,2024-05-24
U000365,王一诺365,男,30,浙江省,嘉兴,普通,2023-06-08
U000366,王诗涵366,女,22,湖南省,岳阳,黄金,2025-06-16
U000367,高诗涵367,女,26,广东省,东莞,黄金,2025-05-14
U000368,杨佳怡368,女,52,上海市,上海,普通,2025-08-02
U000369,吴思源369,女,19,江苏省,南京,普通,2025-01-07
U000370,杨诗涵370,女,30,上海市,上海,白银,2025-12-06
U000371,李明轩371,女,36,江苏省,无锡,普通,2025-12-13
U000372,吴梓萱372,女,29,湖北省,襄阳,白银,2024-08-19
U000373,高子涵373,男,23,广东省,东莞,普通,2025-04-17
U000374,杨明轩374,男,26,山东省,潍坊,白银,2023-08-02
U000375,黄明轩375,女,34,山东省,潍坊,普通,2024-07-03
U000376,赵梓萱376,男,39,安徽省,阜阳,普通,2026-04-12
U000377,周俊杰377,男,34,广东省,佛山,普通,2024-09-25
U000378,胡俊杰378,男,18,广东省,东莞,普通,2023-08-01
U000379,张俊杰379,男,30,河南省,南阳,黄金,2025-12-16
U000380,胡诗涵380,男,24,重庆市,重庆,普通,2024-12-17
U000381,吴子涵381,女,27,福建省,厦门,普通,2024-02-17
U000382,张思源382,男,38,广东省,佛山,白银,2025-07-01
U000383,高思源383,女,20,河南省,洛阳,白银,2026-05-07
U000384,徐思源384,男,25,北京市,北京,白银,2024-11-14
U000385,孙雨桐385,男,21,广东省,深圳,普通,2023-05-05
U000386,李梓萱386,女,36,重庆市,重庆,黄金,2025-07-19
U000387,陈明轩387,男,22,广东省,佛山,黄金,2023-06-15
U000388,周梓萱388,男,31,北京市,北京,黄金,2023-11-28
U000389,黄诗涵389,女,33,广东省,东莞,铂金,2024-10-15
U000390,胡佳怡390,男,22,浙江省,温州,黄金,2023-08-21
U000391,周子涵391,男,32,重庆市,重庆,普通,2025-02-16
U000392,高明轩392,男,29,重庆市,重庆,普通,2026-03-04
U000393,刘诗涵393,女,31,四川省,南充,白银,2023-11-19
U000394,周佳怡394,女,39,山东省,潍坊,普通,2023-05-26
U000395,刘思源395,男,31,北京市,北京,普通,2026-02-06
U000396,王诗涵396,女,19,山东省,烟台,黄金,2025-09-29
U000397,李佳怡397,男,23,广东省,深圳,白银,2023-07-05
U000398,陈雨桐398,男,35,湖南省,岳阳,普通,2025-05-22
U000399,吴诗涵399,女,40,浙江省,温州,黄金,2023-09-22
U000400,吴俊杰400,男,34,山东省,潍坊,黄金,2024-01-26
U000401,张子涵401,女,35,广东省,珠海,黄金,2023-04-27
U000402,朱欣然402,女,16,浙江省,宁波,普通,2026-04-15
U000403,王明轩403,女,30,重庆市,重庆,普通,2023-09-16
U000404,李俊杰404,女,33,北京市,北京,黄金,2025-02-01
U000405,王思源405,男,27,山东省,青岛,白银,2026-05-16
U000406,徐明轩406,女,35,上海市,上海,白银,2023-08-17
U000407,杨子涵407,女,20,陕西省,宝鸡,普通,2025-01-25
U000408,赵欣然408,女,37,江苏省,南通,普通,2024-02-11
U000409,吴一诺409,男,38,河北省,保定,普通,2025-02-05
U000410,吴浩然410,女,36,山东省,青岛,黄金,2024-11-17
U000411,李子涵411,男,36,山东省,青岛,普通,2024-02-29
U000412,王佳怡412,男,36,广东省,东莞,铂金,2025-12-25
U000413,王嘉诚413,男,19,四川省,宜宾,白银,2024-07-28
U000414,刘欣然414,男,29,湖南省,岳阳,白银,2023-11-19
